'	exclamation	lex112884.1_ἒ
ὑβρίζει	verb	http://data.perseus.org/collections/_ὑβρίζω
ὑβρίζειν	verb	http://data.perseus.org/collections/_ὑβρίζω
ὑβρίζεται	verb	http://data.perseus.org/collections/_ὑβρίζω
ὑβρίσαι	verb	http://data.perseus.org/collections/_ὑβρίζω
ὑβρίσας	verb	http://data.perseus.org/collections/_ὑβρίζω
ὑβρίσατε	verb	http://data.perseus.org/collections/_ὑβρίζω
ὑβρισμένος	verb	http://data.perseus.org/collections/_ὑβρίζω
ὑβρισταί	noun	http://data.perseus.org/collections/_ὑβριστής
ὑβριστικὰ	adjective	http://data.perseus.org/collections/_ὑβριστικός
ὑβριστικὸς	adjective	http://data.perseus.org/collections/_ὑβριστικός
ὑβρίζειν	verb	http://data.perseus.org/collections/_ὑβρίζω
ὑβρίζεται	verb	http://data.perseus.org/collections/_ὑβρίζω
ὑβρίσται	adjective	http://data.perseus.org/collections/_ὕβριστος
ὑγιές	adjective	http://data.perseus.org/collections/_ὑγιής
ὑγιής	adjective	http://data.perseus.org/collections/_ὑγιής
ὑγιεστέρα	adjective	http://data.perseus.org/collections/_ὑγιής
ὑγιεῖ	adjective	http://data.perseus.org/collections/_ὑγιής
ὑγιὲς	adjective	http://data.perseus.org/collections/_ὑγιής
ὑγιές	adjective	http://data.perseus.org/collections/_ὑγιής
ὑγιὴς	adjective	http://data.perseus.org/collections/_ὑγιής
ὑγιῆ	adjective	http://data.perseus.org/collections/_ὑγιής
ὑγιῆς	adjective	http://data.perseus.org/collections/_ὑγιής
ὑγιῆς	verb	http://data.perseus.org/collections/_ὑγιάζω
ὑγιῶς	verb	http://data.perseus.org/collections/_ὑγιόω
ὑγιῶς	adjective	http://data.perseus.org/collections/_ὑγιής
ὑγρήν	adjective	http://data.perseus.org/collections/_ὑγρός
ὑγρόν	adjective	http://data.perseus.org/collections/_ὑγρός
ὑγρὰ	adjective	http://data.perseus.org/collections/_ὑγρός
ὑγρὰν	adjective	http://data.perseus.org/collections/_ὑγρός
ὑγρὸν	adjective	http://data.perseus.org/collections/_ὑγρός
ὑγρὸς	adjective	http://data.perseus.org/collections/_ὑγρός
ὑγρῶν	verb	http://data.perseus.org/collections/_ὑγράζω
ὑγρῶν	adjective	http://data.perseus.org/collections/_ὑγρός
ὑγρῷ	adjective	http://data.perseus.org/collections/_ὑγρός
ὑγρῷ	verb	http://data.perseus.org/collections/_ὑγράζω
ὑδάτων	verb	http://data.perseus.org/collections/_ὑδατόω
ὑδάτων	noun	http://data.perseus.org/collections/_ὕδωρ
ὑδρεύσασθαι	verb	http://data.perseus.org/collections/_ὑδρεύω
ὑδροφοροῦσαν	verb	http://data.perseus.org/collections/_ὑδροφορέω
ὑδροφόροις	adjective	http://data.perseus.org/collections/_ὑδροφόρος
ὑδροφόροις	adjective	http://data.perseus.org/collections/_ὑδρόφορος
ὑδάτων	verb	http://data.perseus.org/collections/_ὑδατόω
ὑδάτων	noun	http://data.perseus.org/collections/_ὕδωρ
ὑετόν	noun	http://data.perseus.org/collections/_ὑετός
ὑετός	noun	http://data.perseus.org/collections/_ὑετός
ὑετὸν	noun	http://data.perseus.org/collections/_ὑετός
ὑετῶν	noun	http://data.perseus.org/collections/_ὑετός
ὑετῷ	noun	http://data.perseus.org/collections/_ὑετός
ὑλακτεῖ	verb	http://data.perseus.org/collections/_ὑλακτέω
ὑλακτοῦσιν	verb	http://data.perseus.org/collections/_ὑλακτέω
ὑλακή	noun	http://data.perseus.org/collections/_ὑλακή
ὑλοτόμος	adjective	http://data.perseus.org/collections/_ὑλοτόμος
ὑλάσσω	verb	http://data.perseus.org/collections/_ὑλάζομαι
ὑμέναιον	noun	http://data.perseus.org/collections/_ὑμέναιος
ὑμεναίους	noun	http://data.perseus.org/collections/_ὑμέναιος
ὑμεναίους	verb	http://data.perseus.org/collections/_ὑμεναιόω
ὑμετέρων	adjective	http://data.perseus.org/collections/_ὑμέτερος
ὑμετέρα	adjective	http://data.perseus.org/collections/_ὑμέτερος
ὑμεῖς	pronoun	http://data.perseus.org/collections/_σύ
ὑμάς	adjective	http://data.perseus.org/collections/_ὑμός
ὑμέτερον	adjective	http://data.perseus.org/collections/_ὑμέτερος
ὑμᾶς	adjective	http://data.perseus.org/collections/_ὑμός
ὑμᾶς	pronoun	http://data.perseus.org/collections/_σύ
ὑμῖν	pronoun	http://data.perseus.org/collections/_σύ
ὑμῶν	pronoun	http://data.perseus.org/collections/_σύ
ὑμῶν	adjective	http://data.perseus.org/collections/_ὑμός
ὑπ'	preposition	http://data.perseus.org/collections/_ὑπό
ὑπάγεσθαι	verb	http://data.perseus.org/collections/_ὑπάγω
ὑπάρξας	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχει	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχειν	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχεῖν	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχοι	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχον	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχοντα	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχοντος	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχουσιν	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχω	noun	http://data.perseus.org/collections/_ὕπαρχος
ὑπάρχω	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχων	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπάρχων	noun	http://data.perseus.org/collections/_ὕπαρχος
ὑπάρχῃ	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπέδδεισαν	verb	http://data.perseus.org/collections/_ὑποδείδω
ὑπέθετο	verb	http://data.perseus.org/collections/_ὑποτίθημι
ὑπέθηκε	verb	http://data.perseus.org/collections/_ὑποτίθημι
ὑπέλαβεν	verb	http://data.perseus.org/collections/_ὑπολαμβάνω
ὑπέλαβον	verb	http://data.perseus.org/collections/_ὑπολαμβάνω
ὑπέλυσαν	verb	http://data.perseus.org/collections/_ὑπολύω
ὑπέμεινας	verb	http://data.perseus.org/collections/_ὑπομένω
ὑπέμνησε	verb	http://data.perseus.org/collections/_ὑπομιμνήσκω
ὑπέρ	preposition	http://data.perseus.org/collections/_ὑπέρ
ὑπέρθεσιν	noun	http://data.perseus.org/collections/_ὑπέρθεσις
ὑπέρθεσις	noun	http://data.perseus.org/collections/_ὑπέρθεσις
ὑπέρκειται	verb	http://data.perseus.org/collections/_ὑπέρκειμαι
ὑπέρμετρος	adjective	http://data.perseus.org/collections/_ὑπέρμετρος
ὑπέρμορα	adverb	http://data.perseus.org/collections/_ὑπέρμορον
ὑπέρμορα	adverb	http://data.perseus.org/collections/_ὑπέρμορα
ὑπέρμορον	adverb	http://data.perseus.org/collections/_ὑπέρμορον
ὑπέρσπονδος	adjective	http://data.perseus.org/collections/_ὑπέρσπονδος
ὑπέρσχη	verb	http://data.perseus.org/collections/_ὑπέρ-σχάω
ὑπέρτεροι	adjective	http://data.perseus.org/collections/_ὑπέρτερος
ὑπέρτεροι	adjective	http://data.perseus.org/collections/_ὑπέρ
ὑπέστρεψαν	verb	http://data.perseus.org/collections/_ὑποστρέφω
ὑπέστρεψε	verb	http://data.perseus.org/collections/_ὑποστρέφω
ὑπέστρωσε	verb	http://data.perseus.org/collections/_ὑπό,εἰσ-τιτρώσκω
ὑπέστρωσε	verb	http://data.perseus.org/collections/_ὑπό-στόρεννυμι
ὑπέσχετο	verb	http://data.perseus.org/collections/_ὑπέχω
ὑπέσχετο	verb	http://data.perseus.org/collections/_ὑπισχνέομαι
ὑπέχουσα	verb	http://data.perseus.org/collections/_ὑπέχω
ὑπήκοοί	adjective	http://data.perseus.org/collections/_ὑπήκους
ὑπήκοοί	adjective	http://data.perseus.org/collections/_ὑπήκοος
ὑπήκοος	adjective	http://data.perseus.org/collections/_ὑπήκους
ὑπήκοος	adjective	http://data.perseus.org/collections/_ὑπήκοος
ὑπήκουον	verb	http://data.perseus.org/collections/_ὑπακούω
ὑπήκουσε	verb	http://data.perseus.org/collections/_ὑπακούω
ὑπήκοόν	adjective	http://data.perseus.org/collections/_ὑπήκοος
ὑπήκοόν	noun	http://data.perseus.org/collections/_ὑπήκοον
ὑπήκοόν	adjective	http://data.perseus.org/collections/_ὑπήκους
ὑπακουομένου	verb	http://data.perseus.org/collections/_ὑπακούω
ὑπακουστέον	adjective	http://data.perseus.org/collections/_ὑπακουστέος
ὑπακουστέον	adjective	http://data.perseus.org/collections/_ὑπακουστέον
ὑπακούειν	verb	http://data.perseus.org/collections/_ὑπακούω
ὑπακούεσθαι	verb	http://data.perseus.org/collections/_ὑπακούω
ὑπακούεται	verb	http://data.perseus.org/collections/_ὑπακούω
ὑπακούουσι	verb	http://data.perseus.org/collections/_ὑπακούω
ὑπακούσῃ	noun	http://data.perseus.org/collections/_ὑπάκουσις
ὑπακούσῃ	verb	http://data.perseus.org/collections/_ὑπακούω
ὑπακούειν	verb	http://data.perseus.org/collections/_ὑπακούω
ὑπακοῦσαι	verb	http://data.perseus.org/collections/_ὑπακούω
ὑπαλλακτικὸν	adjective	http://data.perseus.org/collections/_ὑπαλλακτικός
ὑπαντήσας	verb	http://data.perseus.org/collections/_ὑπαντάω
ὑπαντητέον	adjective	http://data.perseus.org/collections/_ὑπαντητέον
ὑπαντιάσας	verb	http://data.perseus.org/collections/_ὑπαντιάζω
ὑπαντιάσας	verb	http://data.perseus.org/collections/_ὑπαντιάω
ὑπαντῆσαι	verb	http://data.perseus.org/collections/_ὑπαντάω
ὑπαρκτὸν	adjective	http://data.perseus.org/collections/_ὑπαρκτός
ὑπαρχούσης	verb	http://data.perseus.org/collections/_ὑπάρχω
ὑπασπιστὴς	noun	http://data.perseus.org/collections/_ὑπασπιστής
ὑπαὶ	preposition	http://data.perseus.org/collections/_ὑπό
ὑπαΐξει	verb	http://data.perseus.org/collections/_ὑπαίσσω
ὑπείληφεν	verb	http://data.perseus.org/collections/_ὑπολαμβάνω
ὑπεδέξατο	verb	http://data.perseus.org/collections/_ὑποδείκνυμι
ὑπεδέξατο	verb	http://data.perseus.org/collections/_ὑποδέχομαι
ὑπειδομένους	verb	http://data.perseus.org/collections/_ὑπό-εἴδομαι
ὑπειδόμενοι	verb	http://data.perseus.org/collections/_ὑπό-εἴδομαι
ὑπειξάτω	verb	http://data.perseus.org/collections/_ὑπείκω
ὑπεισῆλθον	verb	http://data.perseus.org/collections/_ὑπεισέρχομαι
ὑπεκλυόμενα	verb	http://data.perseus.org/collections/_ὑπεκλύω
ὑπεκφύγοιμεν	verb	http://data.perseus.org/collections/_ὑπεκφεύγω
ὑπελείφθην	verb	http://data.perseus.org/collections/_ὑπολείπω
ὑπελύσαο	verb	http://data.perseus.org/collections/_ὑπολύω
ὑπελάβομεν	verb	http://data.perseus.org/collections/_ὑπολαμβάνω
ὑπεξαιρουμένου	verb	http://data.perseus.org/collections/_ὑπεξαιρέω
ὑπεξαναδὺς	verb	http://data.perseus.org/collections/_ὑπεξαναδύομαι
ὑπεξέφερε	verb	http://data.perseus.org/collections/_ὑπεκφέρω
ὑπεξῄρηται	verb	http://data.perseus.org/collections/_ὑπεξαιρέω
ὑπεράλμενον	verb	http://data.perseus.org/collections/_ὑπεράλλομαι
ὑπεράνω	adverb	http://data.perseus.org/collections/_ὑπεράνω
ὑπερέβαλεν	verb	http://data.perseus.org/collections/_ὑπερβάλλω
ὑπερέβησαν	verb	http://data.perseus.org/collections/_ὑπερβαίνω
ὑπερέβησαν	verb	http://data.perseus.org/collections/_ὑπερέπτω
ὑπερέσχε	verb	http://data.perseus.org/collections/_ὑπερέχω
ὑπερέχει	verb	http://data.perseus.org/collections/_ὑπερέχω
ὑπερέχειν	verb	http://data.perseus.org/collections/_ὑπερέχω
ὑπερέχοντα	verb	http://data.perseus.org/collections/_ὑπερέχω
ὑπερέχοντος	verb	http://data.perseus.org/collections/_ὑπερέχω
ὑπερέχων	verb	http://data.perseus.org/collections/_ὑπερέχω
ὑπερίων	verb	http://data.perseus.org/collections/_ὑπό-ἐρέω
ὑπερίων	verb	http://data.perseus.org/collections/_ὑπέρ-ἰόω
ὑπεραέϊ	adjective	http://data.perseus.org/collections/_ὑπεραής
ὑπεραής	adjective	http://data.perseus.org/collections/_ὑπεραής
ὑπεραγανακτήσει	verb	http://data.perseus.org/collections/_ὑπεραγανακτέω
ὑπεραρχαίαν	adjective	http://data.perseus.org/collections/_ὑπεραρχαῖος
ὑπερασπίζει	verb	http://data.perseus.org/collections/_ὑπερασπίζω
ὑπερασπίζειν	verb	http://data.perseus.org/collections/_ὑπερασπίζω
ὑπερασπίζοντας	verb	http://data.perseus.org/collections/_ὑπερασπίζω
ὑπερασπίζων	verb	http://data.perseus.org/collections/_ὑπερασπίζω
ὑπερασπίσαι	verb	http://data.perseus.org/collections/_ὑπερασπίζω
ὑπερασπίσων	verb	http://data.perseus.org/collections/_ὑπερασπίζω
ὑπερασπίζει	verb	http://data.perseus.org/collections/_ὑπερασπίζω
ὑπεραῆϊ	verb	http://data.perseus.org/collections/_ὑπέρ-ἀάω
ὑπεραῆϊ	verb	http://data.perseus.org/collections/_ὑπέρ-ἀάζω
ὑπερβάλλοντες	verb	http://data.perseus.org/collections/_ὑπερβάλλω
ὑπερβάλλοντι	verb	http://data.perseus.org/collections/_ὑπερβάλλω
ὑπερβαλλόντως	adverb	http://data.perseus.org/collections/_ὑπερβαλλόντως
ὑπερβατόν	noun	http://data.perseus.org/collections/_ὑπερβατόν
ὑπερβατόν	adjective	http://data.perseus.org/collections/_ὑπερβατός
ὑπερβατὸν	noun	http://data.perseus.org/collections/_ὑπερβατόν
ὑπερβατὸν	adjective	http://data.perseus.org/collections/_ὑπερβατός
ὑπερβατὸς	adjective	http://data.perseus.org/collections/_ὑπερβατός
ὑπερβατόν	adjective	http://data.perseus.org/collections/_ὑπερβατός
ὑπερβατόν	noun	http://data.perseus.org/collections/_ὑπερβατόν
ὑπερβατῶν	noun	http://data.perseus.org/collections/_ὑπερβατόν
ὑπερβατῶν	adjective	http://data.perseus.org/collections/_ὑπερβατός
ὑπερβατῷ	noun	http://data.perseus.org/collections/_ὑπερβατόν
ὑπερβατῷ	adjective	http://data.perseus.org/collections/_ὑπερβατός
ὑπερβιβασμὸς	noun	http://data.perseus.org/collections/_ὑπερβιβασμός
ὑπερβολικῶς	adjective	http://data.perseus.org/collections/_ὑπερβολικός
ὑπερβολὰς	noun	http://data.perseus.org/collections/_ὑπερβολή
ὑπερβολὴν	noun	http://data.perseus.org/collections/_ὑπερβολή
ὑπερβολήν	noun	http://data.perseus.org/collections/_ὑπερβολή
ὑπερβολῆς	noun	http://data.perseus.org/collections/_ὑπερβολή
ὑπερβολῇ	noun	http://data.perseus.org/collections/_ὑπερβολή
ὑπερβάλλουσαν	verb	http://data.perseus.org/collections/_ὑπερβάλλω
ὑπερβίως	adjective	http://data.perseus.org/collections/_ὑπέρβιος
ὑπερβίως	verb	http://data.perseus.org/collections/_ὑπερβιόω
ὑπερεθισθέντες	verb	http://data.perseus.org/collections/_ὑπερεθίζω
ὑπερηφανίας	noun	http://data.perseus.org/collections/_ὑπερηφανία
ὑπερηφανίη	noun	http://data.perseus.org/collections/_ὑπερηφανία
ὑπερθέμενος	verb	http://data.perseus.org/collections/_ὑπερτίθημι
ὑπερθέσει	noun	http://data.perseus.org/collections/_ὑπέρθεσις
ὑπερθετικὸν	adjective	http://data.perseus.org/collections/_ὑπερθετικός
ὑπερθετικῶς	adjective	http://data.perseus.org/collections/_ὑπερθετικός
ὑπερθέσει	noun	http://data.perseus.org/collections/_ὑπέρθεσις
ὑπερκυδάναντας	verb	http://data.perseus.org/collections/_ὑπέρ-κυδαίνω
ὑπερκυδάνας	verb	http://data.perseus.org/collections/_ὑπέρ-κυδαίνω
ὑπερκυδαίνω	verb	http://data.perseus.org/collections/_ὑπέρ-κυδαίνω
ὑπερκύδαντας	noun	http://data.perseus.org/collections/_ὑπερκύδας
ὑπερμαχεῖς	verb	http://data.perseus.org/collections/_ὑπερμαχέω
ὑπερμαχούντων	verb	http://data.perseus.org/collections/_ὑπερμαχέω
ὑπερμαχῆσαι	verb	http://data.perseus.org/collections/_ὑπερμαχέω
ὑπερμενέϊ	adjective	http://data.perseus.org/collections/_ὑπερμενής
ὑπερνεφῆ	adjective	http://data.perseus.org/collections/_ὑπερνεφής
ὑπεροχή	noun	http://data.perseus.org/collections/_ὑπεροχή
ὑπερπενθεῖν	verb	http://data.perseus.org/collections/_ὑπερπενθέω
ὑπερπεπτωκὼς	verb	http://data.perseus.org/collections/_ὑπερπίπτω
ὑπερτέρην	adjective	http://data.perseus.org/collections/_ὑπέρ
ὑπερτέρην	adjective	http://data.perseus.org/collections/_ὑπέρτερος
ὑπερτιμῶντες	verb	http://data.perseus.org/collections/_ὑπερτιμάω
ὑπερφίαλον	adjective	http://data.perseus.org/collections/_ὑπερφίαλος
ὑπερφίαλος	adjective	http://data.perseus.org/collections/_ὑπερφίαλος
ὑπερφιάλοισι	adjective	http://data.perseus.org/collections/_ὑπερφίαλος
ὑπερώησαν	verb	http://data.perseus.org/collections/_ὑπερωέω
ὑπερέβη	verb	http://data.perseus.org/collections/_ὑπερέπτω
ὑπερέβη	verb	http://data.perseus.org/collections/_ὑπερβαίνω
ὑπερέσχε	verb	http://data.perseus.org/collections/_ὑπερέχω
ὑπερέχειν	verb	http://data.perseus.org/collections/_ὑπερέχω
ὑπερέχον	verb	http://data.perseus.org/collections/_ὑπερέχω
ὑπερῴους	adjective	http://data.perseus.org/collections/_ὑπερῷος
ὑπερῷοι	adjective	http://data.perseus.org/collections/_ὑπερῷος
ὑπερῷον	adjective	http://data.perseus.org/collections/_ὑπερῷος
ὑπερῷον	noun	http://data.perseus.org/collections/_ὑπερῷον
ὑπεσταλμένης	verb	http://data.perseus.org/collections/_ὑποστέλλω
ὑπεσταλμένου	verb	http://data.perseus.org/collections/_ὑποστέλλω
ὑπεσταλμένων	verb	http://data.perseus.org/collections/_ὑποστέλλω
ὑπεσταλμένου	verb	http://data.perseus.org/collections/_ὑποστέλλω
ὑπετίθετο	verb	http://data.perseus.org/collections/_ὑποτίθημι
ὑπετόπησε	verb	http://data.perseus.org/collections/_ὑποτοπέω
ὑπεχώρει	verb	http://data.perseus.org/collections/_ὑποχωρέω
ὑπεχώρησεν	verb	http://data.perseus.org/collections/_ὑποχωρέω
ὑπεχώρουν	verb	http://data.perseus.org/collections/_ὑποχωρέω
ὑπηκόων	adjective	http://data.perseus.org/collections/_ὑπήκοος
ὑπηκόων	adjective	http://data.perseus.org/collections/_ὑπήκους
ὑπηκόων	noun	http://data.perseus.org/collections/_ὑπήκοον
ὑπηοῖοι	adjective	http://data.perseus.org/collections/_ὑπηοῖος
ὑπηρέται	noun	http://data.perseus.org/collections/_ὑπηρέτης
ὑπηρέτιδες	noun	http://data.perseus.org/collections/_ὑπηρέτις
ὑπηρέτιδες	noun	http://data.perseus.org/collections/_ὑπήρετις
ὑπηρετεῖ	verb	http://data.perseus.org/collections/_ὑπηρετέω
ὑπηρετούμενος	verb	http://data.perseus.org/collections/_ὑπηρετέω
ὑπιδόμενος	verb	http://data.perseus.org/collections/_ὑπειδόμην
ὑπισχνεῖται	verb	http://data.perseus.org/collections/_ὑπισχνέομαι
ὑπισχνουμένων	verb	http://data.perseus.org/collections/_ὑπισχνέομαι
ὑπισχνουμένου	verb	http://data.perseus.org/collections/_ὑπισχνέομαι
ὑπισχνούμενα	verb	http://data.perseus.org/collections/_ὑπισχνέομαι
ὑπισχνούμενοι	verb	http://data.perseus.org/collections/_ὑπισχνέομαι
ὑπισχνούμενον	verb	http://data.perseus.org/collections/_ὑπισχνέομαι
ὑπνωτικὸν	adjective	http://data.perseus.org/collections/_ὑπνωτικός
ὑπνῶσαι	verb	http://data.perseus.org/collections/_ὑπνάω
ὑπνῶσαι	verb	http://data.perseus.org/collections/_ὑπνόω
ὑποβάλλει	verb	http://data.perseus.org/collections/_ὑποβάλλω
ὑποβλεψάμενος	verb	http://data.perseus.org/collections/_ὑποβλέπω
ὑποβάλλει	verb	http://data.perseus.org/collections/_ὑποβάλλω
ὑποβάλλειν	verb	http://data.perseus.org/collections/_ὑποβάλλω
ὑποβέβλητο	verb	http://data.perseus.org/collections/_ὑποβάλλω
ὑποδέξη	noun	http://data.perseus.org/collections/_ὑπόδεξις
ὑποδήματα	noun	http://data.perseus.org/collections/_ὑπόδημα
ὑποδείγματα	noun	http://data.perseus.org/collections/_ὑπόδειγμα
ὑποδείξας	verb	http://data.perseus.org/collections/_ὑποδείκνυμι
ὑποδειγμάτων	noun	http://data.perseus.org/collections/_ὑπόδειγμα
ὑποδεξία	noun	http://data.perseus.org/collections/_ὑποδεξίη
ὑποδεξία	adjective	http://data.perseus.org/collections/_ὑποδέξιος
ὑποδεξίη	adjective	http://data.perseus.org/collections/_ὑποδέξιος
ὑποδεξίη	noun	http://data.perseus.org/collections/_ὑποδεξίη
ὑποδεξίη'	noun	http://data.perseus.org/collections/_ὑποδεξίη
ὑποδεξίη'	adjective	http://data.perseus.org/collections/_ὑποδέξιος
ὑποδεχθέντων	verb	http://data.perseus.org/collections/_ὑποδέχομαι
ὑποδεχθέντων	verb	http://data.perseus.org/collections/_ὑποδείκνυμι
ὑποδείγματα	noun	http://data.perseus.org/collections/_ὑπόδειγμα
ὑποδμώς	noun	http://data.perseus.org/collections/_ὑποδμώς
ὑποδοχὴν	noun	http://data.perseus.org/collections/_ὑποδοχή
ὑποείξω	verb	http://data.perseus.org/collections/_ὑπείκω
ὑποζεύγνυσι	verb	http://data.perseus.org/collections/_ὑποζεύγνυμι
ὑποθέμενοι	verb	http://data.perseus.org/collections/_ὑποτίθημι
ὑποθέσεως	noun	http://data.perseus.org/collections/_ὑπόθεσις
ὑποθεμένης	verb	http://data.perseus.org/collections/_ὑποτίθημι
ὑποθεμένου	verb	http://data.perseus.org/collections/_ὑποτίθημι
ὑποθέσεως	noun	http://data.perseus.org/collections/_ὑπόθεσις
ὑποθήκαις	noun	http://data.perseus.org/collections/_ὑποθήκη
ὑποθήκας	noun	http://data.perseus.org/collections/_ὑποθήκη
ὑποκάτω	adverb	http://data.perseus.org/collections/_ὑποκάτω
ὑποκάτωθεν	adverb	http://data.perseus.org/collections/_ὑποκάτωθεν
ὑποκατιών	verb	http://data.perseus.org/collections/_ὑπό,κατά-εἰμί
ὑποκατιών	verb	http://data.perseus.org/collections/_ὑπό-κάτειμι
ὑποκείμενοι	verb	http://data.perseus.org/collections/_ὑπόκειμαι
ὑποκείμενον	verb	http://data.perseus.org/collections/_ὑπόκειμαι
ὑποκειμένοις	verb	http://data.perseus.org/collections/_ὑπόκειμαι
ὑποκειμένου	verb	http://data.perseus.org/collections/_ὑπόκειμαι
ὑποκειμένου	verb	http://data.perseus.org/collections/_ὑπόκειμαι
ὑποκεκριμένον	verb	http://data.perseus.org/collections/_ὑποκρίνομαι
ὑποκείμενα	verb	http://data.perseus.org/collections/_ὑπόκειμαι
ὑποκείμενον	verb	http://data.perseus.org/collections/_ὑπόκειμαι
ὑποκιθαρίζοντες	verb	http://data.perseus.org/collections/_ὑποκιθαρίζω
ὑποκοριστικόν	adjective	http://data.perseus.org/collections/_ὑποκοριστικός
ὑποκοριστικὰ	adjective	http://data.perseus.org/collections/_ὑποκοριστικός
ὑποκοριστικὸν	adjective	http://data.perseus.org/collections/_ὑποκοριστικός
ὑποκρίναιτο	verb	http://data.perseus.org/collections/_ὑποκρίνομαι
ὑποκρίσει	noun	http://data.perseus.org/collections/_ὑπόκρισις
ὑποκρίσει	verb	http://data.perseus.org/collections/_ὑποκρίζω
ὑποκρούειν	verb	http://data.perseus.org/collections/_ὑποκρούω
ὑποκρίσει	verb	http://data.perseus.org/collections/_ὑποκρίζω
ὑποκρίσει	noun	http://data.perseus.org/collections/_ὑπόκρισις
ὑποκρίσεως	noun	http://data.perseus.org/collections/_ὑπόκρισις
ὑποκυνῶν	verb	http://data.perseus.org/collections/_ὑπό-κυνέω
ὑποκυνῶν	verb	http://data.perseus.org/collections/_ὑπό-κυνάω
ὑποκάτω	adverb	http://data.perseus.org/collections/_ὑποκάτω
ὑπολαβόντες	verb	http://data.perseus.org/collections/_ὑπολαμβάνω
ὑπολαβὼν	verb	http://data.perseus.org/collections/_ὑπολαμβάνω
ὑπολαμβάνειν	verb	http://data.perseus.org/collections/_ὑπολαμβάνω
ὑπολαμβάνοντας	verb	http://data.perseus.org/collections/_ὑπολαμβάνω
ὑπολαμβάνοντες	verb	http://data.perseus.org/collections/_ὑπολαμβάνω
ὑπολαμβάνω	verb	http://data.perseus.org/collections/_ὑπολαμβάνω
ὑπολαμβάνειν	verb	http://data.perseus.org/collections/_ὑπολαμβάνω
ὑπολαμβάνεται	verb	http://data.perseus.org/collections/_ὑπολαμβάνω
ὑπολαμβάνω	verb	http://data.perseus.org/collections/_ὑπολαμβάνω
ὑπολειφθῶ	verb	http://data.perseus.org/collections/_ὑπολείπω
ὑποληπτέον	adjective	http://data.perseus.org/collections/_ὑποληπτέον
ὑποληπτέον	adjective	http://data.perseus.org/collections/_ὑποληπτέος
ὑπολάβωμεν	verb	http://data.perseus.org/collections/_ὑπολαμβάνω
ὑπολέλυνται	verb	http://data.perseus.org/collections/_ὑπολύω
ὑπομένειν	verb	http://data.perseus.org/collections/_ὑπομένω
ὑπομένοντα	verb	http://data.perseus.org/collections/_ὑπομένω
ὑπομενητικός	adjective	http://data.perseus.org/collections/_ὑπομενητικός
ὑπομενητικὸν	adjective	http://data.perseus.org/collections/_ὑπομενητικός
ὑπομενητικόν	adjective	http://data.perseus.org/collections/_ὑπομενητικός
ὑπομείναις	verb	http://data.perseus.org/collections/_ὑπομένω
ὑπομεῖναι	verb	http://data.perseus.org/collections/_ὑπομένω
ὑπομιμνήσκει	verb	http://data.perseus.org/collections/_ὑπομιμνήσκω
ὑπομνήμασι	noun	http://data.perseus.org/collections/_ὑπόμνημα
ὑπομνήμασιν	noun	http://data.perseus.org/collections/_ὑπόμνημα
ὑπομνήματα	noun	http://data.perseus.org/collections/_ὑπόμνημα
ὑπομνήματι	noun	http://data.perseus.org/collections/_ὑπόμνημα
ὑπομνήματος	noun	http://data.perseus.org/collections/_ὑπόμνημα
ὑπομνήσει	verb	http://data.perseus.org/collections/_ὑπομνάομαι
ὑπομνήσει	verb	http://data.perseus.org/collections/_ὑπομιμνήσκω
ὑπομνήσει	noun	http://data.perseus.org/collections/_ὑπόμνησις
ὑπομνήσκει	verb	http://data.perseus.org/collections/_ὑπομιμνήσκω
ὑπομνημάτων	noun	http://data.perseus.org/collections/_ὑπόμνημα
ὑπομνημάτων	noun	http://data.perseus.org/collections/_ὑπόμνημα
ὑπομνησθείς	verb	http://data.perseus.org/collections/_ὑπομιμνήσκω
ὑπομνήμασι	noun	http://data.perseus.org/collections/_ὑπόμνημα
ὑπομνήμασιν	noun	http://data.perseus.org/collections/_ὑπόμνημα
ὑπομονήν	noun	http://data.perseus.org/collections/_ὑπομονή
ὑπομοναῖς	noun	http://data.perseus.org/collections/_ὑπομονή
ὑπονοήσουσιν	verb	http://data.perseus.org/collections/_ὑπονοέω
ὑπονοεῖς	verb	http://data.perseus.org/collections/_ὑπονοέω
ὑπονοεῖσθαι	verb	http://data.perseus.org/collections/_ὑπονοέω
ὑπονοοῦντες	verb	http://data.perseus.org/collections/_ὑπονοέω
ὑπονοῶ	verb	http://data.perseus.org/collections/_ὑπονοέω
ὑποπίπτει	verb	http://data.perseus.org/collections/_ὑποπίπτω
ὑποπτεύσας	verb	http://data.perseus.org/collections/_ὑποπτάω
